3.1033762910508096E-08,4.964709737752857E-09
3.458638682070838E-08,4.987223074011092E-08
-5.1927538122776974E-08,6.638673304213627E-08
-3.0430647871980946E-08,3.15376802983157E-08
-4.003689183943955E-08,3.6383792198297007E-09
-3.077338058549853E-09,-1.2799106634413991E-08
1.342274488218222E-08,4.461594485148585E-08
-5.5469981101704E-08,5.3750147460368785E-08
-3.126530150858059E-08,-1.4868021297003637E-08
8.990166708963051E-09,4.677098732685395E-08
-1.9480770766264452E-08,-3.285426846725184E-08
1.5034003611490202E-08,1.139080909641684E-07
-8.545734022494858E-08,4.0935798269659767E-08
-4.701535827449524E-08,2.6890493957853E-08
-5.208413709582984E-08,6.508459215386119E-09
-7.3258072090116E-08,-3.582691977088493E-08
5.696966725152859E-09,5.724668567855077E-09
6.038872873263686E-09,1.1083077662878117E-08
-1.9753067114282198E-08,3.329202717699824E-08
-4.8368958478667445E-08,3.425348384184708E-08
-5.579107297546451E-08,-3.475820870838458E-09
-2.645920456493511E-08,-1.3154443466474774E-08
1.1024778353941113E-08,-5.354314716681276E-09
4.42861634254382E-10,-8.842216760169745E-09
4.3219970060170365E-08,3.754928893220723E-08
-4.0553696126435385E-09,1.2047365460632451E-07
-8.354401402187015E-08,6.717921852876481E-08
-8.354979280989356E-08,1.7156256825524167E-08
-8.033998165005538E-08,-9.51598892200707E-09
-2.539388967872114E-08,-1.596505099051754E-08
-9.33494633810297E-09,7.190810628635193E-09
-3.941752970838833E-08,2.794801994493559E-09
-1.1671192572641138E-07,-1.1737414026647483E-07
4.997872567351454E-07,1.2050973734284287E-07
-4.937865639587245E-07,3.8075880728606885E-07
2.149362649125204E-08,-1.0289615908311153E-07
-5.342306405136669E-07,6.3729129633171055E-09
1.7921713140507462E-07,-4.786671068354328E-07
2.8300472083918027E-07,-9.422041177667072E-08
1.8190854404359896E-07,2.6613103905334494E-07
-6.093787142487183E-08,1.8227989779304893E-07
-1.0733450417827148E-07,1.9568852513978193E-07
-2.3185632469358678E-07,-5.164732227202634E-08
-4.572836110385076E-08,-1.1607730085599546E-07
-2.674773604408211E-08,-5.940577289618581E-08
1.8572788046653987E-07,-2.645194892059991E-08
7.489825032748452E-08,2.657684265003772E-07
